review_item_id,row_number,diagnostic_id,diagnostic_family,source_page_key,candidate_ids,review_status,review_decision,target_candidate_ids,corrected_bbox_xyxy,review_notes
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,11,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,"[3731.895, 2827.944, 3993.753, 2960.968]","GPT-5.5 prefill, confidence 0.88: Loose-localization row: the red candidate box includes material extra margin and nearby plan/text below/right of the cloud. The amber tight-member bbox more closely matches the visible revision cloud geometry."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,12,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,"[3264.0, 2829.661, 3522.48, 2962.905]","GPT-5.5 prefill, confidence 0.91: Loose-localization row: the red candidate box includes material extra margin around a single visible revision cloud, while the amber tight-member box better matches the cloud geometry. Recommend tightening to the provided tight member bbox."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,13,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,"[2744.893, 2810.866, 3006.466, 2944.952]","GPT-5.5 prefill, confidence 0.93: Loose-localization row: the amber tight member box closely follows the visible revision cloud, while the red candidate box adds a material uniform margin and includes extra surrounding plan/text area. Tighten to the tight member bbox."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,14,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,"[2314.557, 2801.917, 2570.506, 2936.727]","GPT-5.5 prefill, confidence 0.93: Loose-localization row: the amber tight-member bbox closely matches the visible revision cloud, while the red candidate bbox includes material extra whitespace on all sides. Tighten to the provided tight member bbox."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,15,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,reviewed,split,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,,"GPT-5.5 prefill, confidence 0.82: Candidate/red box contains two visually separate revision cloud bubbles stacked vertically. Tightening to the amber member box would still keep multiple separate clouds together, so this should be split rather than just tightened."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,16,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,"[1916.722, 3313.424, 2089.159, 3488.793]","GPT-5.5 prefill, confidence 0.90: Candidate is a single valid revision cloud, but the red bbox has material extra margin compared with the visible cloud. The amber tight-member bbox better matches the cloud geometry."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,17,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,"[1952.766, 3164.415, 2212.116, 3295.436]","GPT-5.5 prefill, confidence 0.93: Single valid revision cloud, but the red candidate bbox is materially looser than the visible cloud geometry; the amber tight-member bbox better matches the cloud boundary."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,18,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,,"GPT-5.5 prefill, confidence 0.86: Both candidates appear to be fragments of the same large revision cloud: one captures the top horizontal cloud edge and the other captures the right/bottom portion. No clear evidence of separate clouds or an overmerged unrelated group in this row."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,19,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,,"GPT-5.5 prefill, confidence 0.82: The two candidates appear to capture adjoining fragments of the same revision cloud: candidate 001 covers the upper/right/bottom portions, while candidate 005 covers the lower horizontal segment/title area. They overlap along the bottom cloud boundary and do not appear to be separate clouds."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,20,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,,"GPT-5.5 prefill, confidence 0.86: The two candidates appear to be adjacent fragments of the same large revision cloud: one captures the top horizontal scalloped edge and the other captures the left vertical edge/corner. No clear evidence that they are separate clouds or an overmerge."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,21,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,,"GPT-5.5 prefill, confidence 0.86: The two boxes appear to capture adjacent vertical fragments of the same continuous revision cloud boundary; the scalloped left edge continues through the overlap between the upper and lower candidates, with no clear separation into distinct clouds."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,22,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,,"GPT-5.5 prefill, confidence 0.82: The boxes appear to cover adjacent/overlapping fragments of the same revision cloud: the lower scalloped cloud edge continues from the left/central portion into the long horizontal segment on the right. No clear separate cloud group is visible between them."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,23,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,reviewed,tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,"[6528.0, 4025.004, 7482.986, 6335.215]","GPT-5.5 prefill, confidence 0.84: Red candidate box is materially loose around the visible cloud geometry, especially with excess margin to the right/top/bottom. The amber tight-member box better follows the detected cloud portion for export."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,24,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,reviewed,tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,"[4353.023, 4004.488, 7465.11, 4101.347]","GPT-5.5 prefill, confidence 0.86: Loose-localization row: red candidate bbox is much larger than the visible detected cloud/member strip, while the amber tight-member bbox closely bounds the scalloped revision-cloud geometry. Tighten to the provided tight member bbox."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,25,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,reviewed,reject_tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,,"GPT-5.5 prefill, confidence 0.78: The red candidate appears to cover one valid revision-cloud group with only moderate padding. The amber tight-member box would cut into the enclosed note/title area and may exclude visible cloud geometry, so it is not an obviously better export bbox."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,26,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,reviewed,reject_tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,,"GPT-5.5 prefill, confidence 0.78: The amber tight-member box would exclude visible revision-cloud geometry, especially the top cloud line extending to the right and lower scallops. The red candidate is not clearly just a loose bbox; tightening to the member box would likely crop the cloud."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,27,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,reviewed,tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,"[4364.233, 6284.625, 6711.831, 6344.516]","GPT-5.5 prefill, confidence 0.93: Loose-localization row: the red candidate box is materially too tall and includes surrounding title/text/blank area. The amber tight-member box closely follows the visible revision cloud segment, so tighten to the tight member bbox."
260303-VA_Biloxi_Rev_5_RFI-126_p0003_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,28,260303-VA_Biloxi_Rev_5_RFI-126_p0003_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0003,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,reviewed,tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,"[3976.494, 3349.523, 4374.863, 3560.507]","GPT-5.5 prefill, confidence 0.93: Loose-localization row: the red candidate bbox has substantial extra margin around the visible revision cloud, especially left/right and bottom. The amber tight-member bbox better matches the cloud geometry; the revision triangle/text below should not drive the cloud bbox."
260313_-_VA_Biloxi_Rev_3_p0173_loose_localization_candidate_260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,29,260313_-_VA_Biloxi_Rev_3_p0173_loose_localization_candidate_260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,loose_localization_candidate,260313_-_VA_Biloxi_Rev_3:p0173,260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,reviewed,tighten,260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,"[7616.0, 4240.338, 8708.447, 4914.322]","GPT-5.5 prefill, confidence 0.90: Loose-localization row: the red candidate box has substantial extra margin around a single visible revision cloud, while the amber tight-member bbox closely matches the cloud geometry for export."
