review_item_id,row_number,diagnostic_id,diagnostic_family,source_page_key,candidate_ids,review_status,review_decision,target_candidate_ids,corrected_bbox_xyxy,review_notes
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,16,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,"[1916.722, 3313.424, 2089.159, 3488.793]","GPT-5.5 prefill, confidence 0.90: Candidate is a single valid revision cloud, but the red bbox has material extra margin compared with the visible cloud. The amber tight-member bbox better matches the cloud geometry."
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,17,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,reviewed,tighten,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,"[1952.766, 3164.415, 2212.116, 3295.436]","GPT-5.5 prefill, confidence 0.93: Single valid revision cloud, but the red candidate bbox is materially looser than the visible cloud geometry; the amber tight-member bbox better matches the cloud boundary."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,18,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,,"Both candidates are fragments of one visible revision cloud; merge first. Any final bbox tightening should be handled after merge/localization dry-run, not as this row decision."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,19,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,,"The two candidates appear to capture adjoining fragments of the same revision cloud: candidate 001 covers the upper/right/bottom portions, while candidate 005 covers the lower horizontal segment/title area. Both candidates are fragments of one visible revision cloud; merge first. Any final bbox tightening should be handled after merge/localization dry-run, not as this row decision."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,20,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,,"GPT-5.5 prefill, confidence 0.86: The two candidates appear to be adjacent fragments of the same large revision cloud: one captures the top horizontal scalloped edge and the other captures the left vertical edge/corner. Both candidates are fragments of one visible revision cloud; merge first. Any final bbox tightening should be handled after merge/localization dry-run, not as this row decision."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,21,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,,"GPT-5.5 prefill, confidence 0.86: The two boxes appear to capture adjacent vertical fragments of the same continuous revision cloud boundary; the scalloped left edge continues through the overlap between the upper and lower candidates, Both candidates are fragments of one visible revision cloud; merge first. Any final bbox tightening should be handled after merge/localization dry-run, not as this row decision."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,22,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,reviewed,merge,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,,"GPT-5.5 prefill, confidence 0.82: The boxes appear to cover adjacent/overlapping fragments of the same revision cloud: the lower scalloped cloud edge continues from the left/central portion into the long horizontal segment on the right. Both candidates are fragments of one visible revision cloud; merge first. Any final bbox tightening should be handled after merge/localization dry-run, not as this row decision."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,23,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,reviewed,expand,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,"[6528.0, 4025.004, 7482.986, 6335.215]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,24,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,reviewed,expand,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,"[4353.023, 4004.488, 7465.11, 4101.347]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,25,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,reviewed,expand,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,,"Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,26,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,reviewed,expand,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,,"Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,27,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,reviewed,expand,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,"[4364.233, 6284.625, 6711.831, 6344.516]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
260303-VA_Biloxi_Rev_5_RFI-126_p0003_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,28,260303-VA_Biloxi_Rev_5_RFI-126_p0003_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0003,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,reviewed,tighten,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,"[3976.494, 3349.523, 4374.863, 3560.507]","GPT-5.5 prefill, confidence 0.93: Loose-localization row: the red candidate bbox has substantial extra margin around the visible revision cloud, especially left/right and bottom. The amber tight-member bbox better matches the cloud geometry; the revision triangle/text below should not drive the cloud bbox."
260313_-_VA_Biloxi_Rev_3_p0173_loose_localization_candidate_260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,29,260313_-_VA_Biloxi_Rev_3_p0173_loose_localization_candidate_260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,loose_localization_candidate,260313_-_VA_Biloxi_Rev_3:p0173,260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,reviewed,tighten,260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,"[7616.0, 4240.338, 8708.447, 4914.322]","GPT-5.5 prefill, confidence 0.90: Loose-localization row: the red candidate box has substantial extra margin around a single visible revision cloud, while the amber tight-member bbox closely matches the cloud geometry for export."
Revision_1_-_Drawing_Changes_p0001_loose_localization_candidate_Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,30,Revision_1_-_Drawing_Changes_p0001_loose_localization_candidate_Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,loose_localization_candidate,Revision_1_-_Drawing_Changes:p0001,Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,reviewed,tighten,Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,"[1702.944, 2092.453, 2400.011, 2533.573]","GPT-5.5 prefill, confidence 0.90: Candidate is a valid revision cloud/group but the red bbox is materially loose, especially above/left/right/below the visible cloud. The amber tight-member bbox closely encloses the visible cloud geometry and is appropriate for export tightening."
