review_item_id,row_number,diagnostic_id,diagnostic_family,source_page_key,candidate_ids,review_status,review_decision,target_candidate_ids,corrected_bbox_xyxy,review_notes
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,11,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_002,unreviewed,,,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,12,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_003,unreviewed,,,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,13,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_004,unreviewed,,,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,14,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_005,unreviewed,,,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,15,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_006,unreviewed,,,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,16,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_007,unreviewed,,,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,17,260219_-_VA_Biloxi_Rev_4_Plumbing_1_p0001_loose_localization_candidate_260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,loose_localization_candidate,260219_-_VA_Biloxi_Rev_4_Plumbing_1:p0001,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_whole_008,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,18,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,19,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,20,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,21,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,22,260303-VA_Biloxi_Rev_5_RFI-126_p0002_fragment_merge_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,fragment_merge_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003 | 260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,23,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_001,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,24,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_002,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,25,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_003,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,26,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_004,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,27,260303-VA_Biloxi_Rev_5_RFI-126_p0002_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0002,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_whole_005,unreviewed,,,,
260303-VA_Biloxi_Rev_5_RFI-126_p0003_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,28,260303-VA_Biloxi_Rev_5_RFI-126_p0003_loose_localization_candidate_260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,loose_localization_candidate,260303-VA_Biloxi_Rev_5_RFI-126:p0003,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_whole_001,unreviewed,,,,
260313_-_VA_Biloxi_Rev_3_p0173_loose_localization_candidate_260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,29,260313_-_VA_Biloxi_Rev_3_p0173_loose_localization_candidate_260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,loose_localization_candidate,260313_-_VA_Biloxi_Rev_3:p0173,260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_whole_001,unreviewed,,,,
Revision_1_-_Drawing_Changes_p0001_loose_localization_candidate_Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,30,Revision_1_-_Drawing_Changes_p0001_loose_localization_candidate_Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,loose_localization_candidate,Revision_1_-_Drawing_Changes:p0001,Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,unreviewed,,,,
Revision_Set_7_p0002_loose_localization_candidate_Revision_Set_7_37f6066a_p0002_whole_001,31,Revision_Set_7_p0002_loose_localization_candidate_Revision_Set_7_37f6066a_p0002_whole_001,loose_localization_candidate,Revision_Set_7:p0002,Revision_Set_7_37f6066a_p0002_whole_001,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_004,32,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_004,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_004,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_005,33,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_005,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_005,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_002_Revision_Set_7_37f6066a_p0003_whole_007,34,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_002_Revision_Set_7_37f6066a_p0003_whole_007,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_002 | Revision_Set_7_37f6066a_p0003_whole_007,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_004,35,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_004,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_004,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_006,36,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_006,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_006,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_004_Revision_Set_7_37f6066a_p0003_whole_007,37,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_004_Revision_Set_7_37f6066a_p0003_whole_007,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_004 | Revision_Set_7_37f6066a_p0003_whole_007,unreviewed,,,,
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_005_Revision_Set_7_37f6066a_p0003_whole_006,38,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_005_Revision_Set_7_37f6066a_p0003_whole_006,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_005 | Revision_Set_7_37f6066a_p0003_whole_006,unreviewed,,,,
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_002,39,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_002,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_002,unreviewed,,,,
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_003,40,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_003,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003,unreviewed,,,,
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_004,41,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_004,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_004,unreviewed,,,,
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_005,42,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_005,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_005,unreviewed,,,,
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_006,43,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_006,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_006,unreviewed,,,,
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_007,44,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_007,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_007,unreviewed,,,,
