random_crop_id,image_path,gpt_review_overlay,gpt_has_cloud,gpt_box_count,gpt_max_confidence,gpt_visual_types,human_quick_label,human_notes,sheet_id,sheet_title,page_number
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0117,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0117.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0117.jpg,False,0,0,,,,PL302,EXISTING 1ST FLOOR - MED GAS,1
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0165,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0165.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0165.jpg,False,0,0,,,,PL302,EXISTING 1ST FLOOR - MED GAS,1
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0183,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0183.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0183.jpg,False,0,0,,,,PL302,EXISTING 1ST FLOOR - MED GAS,1
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0003,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0003.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0003.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0087,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0087.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0087.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0093,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0093.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0093.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0111,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0111.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0111.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0153,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0153.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0153.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0177,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0177.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0177.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0189,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0189.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0189.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0015,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0015.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0015.jpg,False,0,0,,,,PL306,5TH FLOOR - MED GAS,3
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0135,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0135.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0135.jpg,False,0,0,,,,PL306,5TH FLOOR - MED GAS,3
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0069,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0069.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0069.jpg,False,0,0,,,,PL307,ATTIC - MED GAS,4
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0147,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0147.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0147.jpg,False,0,0,,,,PL307,ATTIC - MED GAS,4
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0027,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0027.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0027.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0033,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0033.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0033.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0051,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0051.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0051.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0057,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0057.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0057.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0075,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0075.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0075.jpg,True,2,0.95,partial,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0105,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0105.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0105.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0141,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0141.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0141.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0159,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0159.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0159.jpg,False,0,0,,,,PL507,OVERALL MED GAS RISER,5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0024,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0024.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0024.jpg,False,0,0,,,,S160,a. Add plan location for Photo 4-11.,1
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0144,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0144.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0144.jpg,False,0,0,,,,S160,a. Add plan location for Photo 4-11.,1
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0150,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0150.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0000_random_0150.jpg,False,0,0,,,,S160,a. Add plan location for Photo 4-11.,1
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0072,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0072.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0072.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0168,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0168.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0168.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0174,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0174.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0174.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0048,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0048.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0048.jpg,True,1,0.98,partial,,,C10,"PLATE 5/16""X4""X0'-6""",3
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0078,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0078.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0078.jpg,True,1,0.97,partial,,,C10,"PLATE 5/16""X4""X0'-6""",3
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0096,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0096.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0096.jpg,False,0,0,,,,C10,"PLATE 5/16""X4""X0'-6""",3
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0120,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0120.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0120.jpg,False,0,0,,,,C10,"PLATE 5/16""X4""X0'-6""",3
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0006,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0006.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0006.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0084,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0084.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0084.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0102,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0102.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0102.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0108,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0108.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0108.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0192,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0192.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0192.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0012,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0012.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0012.jpg,True,1,0.98,partial,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0018,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0018.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0018.jpg,False,0,0,,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0066,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0066.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0066.jpg,True,1,0.98,partial,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0114,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0114.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0114.jpg,False,0,0,,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0132,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0132.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0132.jpg,False,0,0,,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0138,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0138.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0138.jpg,False,0,0,,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
