cloud_roi_id,crop_box_page,crop_size,human_notes,human_quick_label,image_path,ink_ratio,page_index,page_number,pdf_path,pdf_stem,random_crop_id,render_path,roi_image_path,sheet_id,sheet_title,source_id,source_page_index,source_page_key,revision_group,label_path,api_label_path,source_image_path,source_batch,expansion_bucket
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008,"[1645, 2195, 2669, 3219]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008.png,0.15381,9,10,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008.png,AE402,HAC,260309_-_Drawing_Rev2-_Steel_Grab_Bars,9,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0009,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0008.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056,"[2221, 736, 3245, 1760]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056.png,0.14271,9,10,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056.png,AE402,HAC,260309_-_Drawing_Rev2-_Steel_Grab_Bars,9,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0009,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0056.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140,"[6995, 4726, 8019, 5750]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140.png,0.063315,9,10,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140.png,AE402,HAC,260309_-_Drawing_Rev2-_Steel_Grab_Bars,9,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0009,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0140.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080,"[8595, 5787, 9619, 6811]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080.png,0.004135,10,11,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080.png,AE600,"3' - 0""",260309_-_Drawing_Rev2-_Steel_Grab_Bars,10,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0010,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0080.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146,"[590, 2696, 1614, 3720]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146.png,0.04465,10,11,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146.png,AE600,"3' - 0""",260309_-_Drawing_Rev2-_Steel_Grab_Bars,10,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0010,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0146.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152,"[1526, 4673, 2550, 5697]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152.png,0.019668,10,11,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152.png,AE600,"3' - 0""",260309_-_Drawing_Rev2-_Steel_Grab_Bars,10,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0010,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0152.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164,"[6952, 4211, 7976, 5235]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164.png,0.064525,10,11,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164.png,AE600,"3' - 0""",260309_-_Drawing_Rev2-_Steel_Grab_Bars,10,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0010,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0010_random_0164.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044,"[8572, 2475, 9596, 3499]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044.png,0.116003,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0044.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062,"[8954, 3513, 9978, 4537]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062.png,0.016508,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0062.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170,"[3076, 2041, 4100, 3065]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170.png,0.177896,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0170.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194,"[2787, 4281, 3811, 5305]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194.png,0.002464,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0194.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200,"[1582, 4036, 2606, 5060]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200.png,0.014538,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0200.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230,"[8605, 6691, 9629, 7715]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230.png,0.013603,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0230.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236,"[6349, 6113, 7373, 7137]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236.png,0.003906,11,12,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236.png,AE125,7.4,260309_-_Drawing_Rev2-_Steel_Grab_Bars,11,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0011,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0236.png,small_corpus_expansion_20260502,normal_hard_negative
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050,"[2967, 3897, 3991, 4921]",1024,,,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050.png,0.004646,12,13,F:\Desktop\m\projects\kevision\revision_sets\Revision #2 - Mod 5 grab bar supports\260309 - Drawing Rev2- Steel Grab Bars.pdf,260309 - Drawing Rev2- Steel Grab Bars,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\rasterized_pages\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012.png,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050.png,AE403,SHIPPING/,260309_-_Drawing_Rev2-_Steel_Grab_Bars,12,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0012,Revision #2 - Mod 5 grab bar supports,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\review_batches\small_corpus_expansion_20260502\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\api_cloud_labels_unreviewed\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050.txt,F:\Desktop\m\projects\scopeLedger\CloudHammer\data\random_drawing_crops_small_corpus_20260502\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0050.png,small_corpus_expansion_20260502,normal_hard_negative
